70,SV00070,Student00070,18,Hanoi,27
71,SV00071,Student00071,22,Can Tho,46
72,SV00072,Student00072,24,Can Tho,95
73,SV00073,Student00073,20,Da Nang,87
74,SV00074,Student00074,19,Da Nang,26
75,SV00075,Student00075,21,Can Tho,31
76,SV00076,Student00076,20,Hai Phong,4
77,SV00077,Student00077,24,Hanoi,81
78,SV00078,Student00078,20,Can Tho,62
79,SV00079,Student00079,23,Hai Phong,27
80,SV00080,Student00080,19,Ho Chi Minh,56
81,SV00081,Student00081,25,Da Nang,80
82,SV00082,Student00082,20,Ho Chi Minh,1
83,SV00083,Student00083,19,Hanoi,83
84,SV00084,Student00084,18,Ho Chi Minh,33
85,SV00085,Student00085,18,Can Tho,53
86,SV00086,Student00086,25,Ho Chi Minh,28
87,SV00087,Student00087,22,Hanoi,69
88,SV00088,Student00088,25,Ho Chi Minh,38
89,SV00089,Student00089,19,Hanoi,85
90,SV00090,Student00090,20,Ho Chi Minh,42
91,SV00091,Student00091,20,Hai Phong,27
92,SV00092,Student00092,25,Da Nang,18
93,SV00093,Student00093,24,Da Nang,92
94,SV00094,Student00094,19,Ho Chi Minh,46
95,SV00095,Student00095,20,Hai Phong,46
96,SV00096,Student00096,22,Hanoi,48
97,SV00097,Student00097,21,Da Nang,76
98,SV00098,Student00098,23,Hanoi,32
99,SV00099,Student00099,19,Ho Chi Minh,75
100,SV00100,Student00100,19,Can Tho,88
101,SV00101,Student00101,23,Ho Chi Minh,66
102,SV00102,Student00102,18,Hanoi,1
103,SV00103,Student00103,18,Hanoi,85
104,SV00104,Student00104,19,Hai Phong,85
105,SV00105,Student00105,24,Da Nang,46
106,SV00106,Student00106,25,Hanoi,21
107,SV00107,Student00107,18,Ho Chi Minh,31
108,SV00108,Student00108,19,Ho Chi Minh,19
109,SV00109,Student00109,25,Da Nang,73
110,SV00110,Student00110,18,Hai Phong,0
111,SV00111,Student00111,24,Can Tho,60
112,SV00112,Student00112,23,Ho Chi Minh,1
113,SV00113,Student00113,24,Can Tho,69
114,SV00114,Student00114,25,Hanoi,80
115,SV00115,Student00115,21,Ho Chi Minh,43
116,SV00116,Student00116,23,Can Tho,63
117,SV00117,Student00117,19,Hai Phong,10
118,SV00118,Student00118,22,Hanoi,67
119,SV00119,Student00119,19,Can Tho,78
120,SV00120,Student00120,24,Can Tho,66
121,SV00121,Student00121,19,Da Nang,82
122,SV00122,Student00122,18,Hanoi,49
123,SV00123,Student00123,21,Hanoi,96
124,SV00124,Student00124,21,Da Nang,9
125,SV00125,Student00125,20,Can Tho,67
126,SV00126,Student00126,24,Hai Phong,84
127,SV00127,Student00127,24,Can Tho,58
128,SV00128,Student00128,23,Hai Phong,50
129,SV00129,Student00129,25,Hanoi,63
130,SV00130,Student00130,23,Da Nang,55
131,SV00131,Student00131,25,Ho Chi Minh,50
132,SV00132,Student00132,19,Ho Chi Minh,83
133,SV00133,Student00133,25,Hai Phong,90
134,SV00134,Student00134,21,Hanoi,10
135,SV00135,Student00135,23,Da Nang,7
136,SV00136,Student00136,20,Ho Chi Minh,76
137,SV00137,Student00137,24,Hanoi,54
138,SV00138,Student00138,22,Hai Phong,88
139,SV00139,Student00139,19,Ho Chi Minh,24
140,SV00140,Student00140,21,Hanoi,15
141,SV00141,Student00141,18,Hai Phong,40
142,SV00142,Student00142,18,Ho Chi Minh,95
143,SV00143,Student00143,22,Hanoi,72
144,SV00144,Student00144,20,Can Tho,81
145,SV00145,Student00145,18,Ho Chi Minh,1
146,SV00146,Student00146,20,Da Nang,59
147,SV00147,Student00147,23,Can Tho,51
148,SV00148,Student00148,23,Can Tho,70
149,SV00149,Student00149,21,Hai Phong,15
150,SV00150,Student00150,21,Hai Phong,64
151,SV00151,Student00151,25,Da Nang,50
152,SV00152,Student00152,18,Hai Phong,74
153,SV00153,Student00153,18,Da Nang,77
154,SV00154,Student00154,22,Da Nang,77
155,SV00155,Student00155,23,Can Tho,47
156,SV00156,Student00156,23,Da Nang,68
157,SV00157,Student00157,22,Can Tho,17
158,SV00158,Student00158,18,Can Tho,79
159,SV00159,Student00159,21,Can Tho,49
160,SV00160,Student00160,18,Ho Chi Minh,6
161,SV00161,Student00161,25,Hanoi,83
162,SV00162,Student00162,20,Hanoi,52
163,SV00163,Student00163,25,Can Tho,22
164,SV00164,Student00164,24,Ho Chi Minh,73
165,SV00165,Student00165,18,Ho Chi Minh,67
166,SV00166,Student00166,24,Can Tho,17
167,SV00167,Student00167,22,Can Tho,39
168,SV00168,Student00168,20,Can Tho,9
169,SV00169,Student00169,18,Hanoi,69
170,SV00170,Student00170,25,Hanoi,94
171,SV00171,Student00171,19,Hanoi,9
172,SV00172,Student00172,19,Da Nang,82
173,SV00173,Student00173,20,Da Nang,51
174,SV00174,Student00174,20,Da Nang,85
175,SV00175,Student00175,25,Da Nang,92
176,SV00176,Student00176,25,Hanoi,79
177,SV00177,Student00177,24,Hai Phong,77
178,SV00178,Student00178,24,Can Tho,49
179,SV00179,Student00179,22,Da Nang,52
180,SV00180,Student00180,23,Da Nang,81
181,SV00181,Student00181,23,Can Tho,63
182,SV00182,Student00182,21,Da Nang,37
183,SV00183,Student00183,23,Hai Phong,99
184,SV00184,Student00184,25,Da Nang,4
185,SV00185,Student00185,18,Hanoi,84
186,SV00186,Student00186,19,Hanoi,33
187,SV00187,Student00187,19,Hai Phong,72
188,SV00188,Student00188,20,Da Nang,21
189,SV00189,Student00189,23,Hai Phong,32
190,SV00190,Student00190,23,Can Tho,39
191,SV00191,Student00191,25,Da Nang,15
192,SV00192,Student00192,21,Hanoi,78
193,SV00193,Student00193,21,Hai Phong,65
194,SV00194,Student00194,22,Da Nang,33
195,SV00195,Student00195,21,Ho Chi Minh,1
196,SV00196,Student00196,18,Hai Phong,83
197,SV00197,Student00197,22,Can Tho,6
198,SV00198,Student00198,19,Can Tho,68
199,SV00199,Student00199,22,Da Nang,36
200,SV00200,Student00200,21,Hanoi,17
201,SV00201,Student00201,19,Ho Chi Minh,9
202,SV00202,Student00202,20,Hanoi,87
203,SV00203,Student00203,22,Hai Phong,84
204,SV00204,Student00204,24,Can Tho,82
205,SV00205,Student00205,21,Hanoi,11
206,SV00206,Student00206,20,Ho Chi Minh,46
207,SV00207,Student00207,20,Hai Phong,79
208,SV00208,Student00208,19,Da Nang,16
209,SV00209,Student00209,24,Hanoi,65
210,SV00210,Student00210,25,Da Nang,71
211,SV00211,Student00211,25,Can Tho,79
212,SV00212,Student00212,20,Ho Chi Minh,80
213,SV00213,Student00213,21,Ho Chi Minh,23
214,SV00214,Student00214,19,Hai Phong,77
215,SV00215,Student00215,25,Da Nang,66
216,SV00216,Student00216,18,Da Nang,33
217,SV00217,Student00217,20,Da Nang,41
218,SV00218,Student00218,23,Ho Chi Minh,86
219,SV00219,Student00219,25,Hai Phong,87
220,SV00220,Student00220,21,Hanoi,45
221,SV00221,Student00221,19,Hai Phong,88
222,SV00222,Student00222,25,Hai Phong,22
223,SV00223,Student00223,24,Hanoi,20
224,SV00224,Student00224,19,Hanoi,1
225,SV00225,Student00225,24,Hanoi,62
226,SV00226,Student00226,19,Can Tho,76
227,SV00227,Student00227,19,Can Tho,55
228,SV00228,Student00228,25,Can Tho,66
229,SV00229,Student00229,24,Hai Phong,26
230,SV00230,Student00230,25,Can Tho,19
231,SV00231,Student00231,24,Da Nang,92
232,SV00232,Student00232,25,Can Tho,13
233,SV00233,Student00233,22,Ho Chi Minh,0
234,SV00234,Student00234,24,Hai Phong,41
235,SV00235,Student00235,22,Ho Chi Minh,52
236,SV00236,Student00236,19,Ho Chi Minh,26
237,SV00237,Student00237,23,Ho Chi Minh,41
238,SV00238,Student00238,19,Hai Phong,14
239,SV00239,Student00239,19,Ho Chi Minh,97
240,SV00240,Student00240,22,Ho Chi Minh,48
241,SV00241,Student00241,23,Can Tho,88
242,SV00242,Student00242,25,Can Tho,5
243,SV00243,Student00243,24,Da Nang,73
244,SV00244,Student00244,20,Ho Chi Minh,99
245,SV00245,Student00245,22,Hai Phong,83
246,SV00246,Student00246,19,Da Nang,69
247,SV00247,Student00247,22,Ho Chi Minh,47
248,SV00248,Student00248,23,Can Tho,42
249,SV00249,Student00249,24,Hai Phong,26
250,SV00250,Student00250,23,Can Tho,44
251,SV00251,Student00251,19,Da Nang,22
252,SV00252,Student00252,22,Hai Phong,85
253,SV00253,Student00253,24,Ho Chi Minh,56
254,SV00254,Student00254,24,Ho Chi Minh,70
255,SV00255,Student00255,21,Da Nang,9
256,SV00256,Student00256,18,Hai Phong,25
257,SV00257,Student00257,21,Can Tho,3
258,SV00258,Student00258,19,Hai Phong,49
259,SV00259,Student00259,21,Can Tho,96
260,SV00260,Student00260,18,Hanoi,70
261,SV00261,Student00261,25,Hanoi,27
262,SV00262,Student00262,25,Ho Chi Minh,46
263,SV00263,Student00263,23,Da Nang,8
264,SV00264,Student00264,20,Da Nang,99
265,SV00265,Student00265,22,Can Tho,90
266,SV00266,Student00266,21,Can Tho,59
267,SV00267,Student00267,19,Hanoi,36
268,SV00268,Student00268,24,Can Tho,40
269,SV00269,Student00269,21,Hanoi,11
270,SV00270,Student00270,25,Can Tho,44
271,SV00271,Student00271,19,Da Nang,73
272,SV00272,Student00272,21,Hanoi,17
273,SV00273,Student00273,22,Da Nang,31
274,SV00274,Student00274,18,Ho Chi Minh,69
275,SV00275,Student00275,24,Da Nang,7
276,SV00276,Student00276,23,Ho Chi Minh,59
277,SV00277,Student00277,23,Can Tho,38
278,SV00278,Student00278,25,Ho Chi Minh,98
279,SV00279,Student00279,20,Hai Phong,33
280,SV00280,Student00280,22,Da Nang,46
281,SV00281,Student00281,18,Hanoi,33
282,SV00282,Student00282,23,Can Tho,86
283,SV00283,Student00283,22,Hai Phong,82
284,SV00284,Student00284,19,Ho Chi Minh,3
285,SV00285,Student00285,22,Hai Phong,66
286,SV00286,Student00286,24,Hanoi,20
287,SV00287,Student00287,19,Hanoi,33
288,SV00288,Student00288,22,Ho Chi Minh,23
289,SV00289,Student00289,19,Hai Phong,39
290,SV00290,Student00290,23,Hanoi,66
291,SV00291,Student00291,22,Hanoi,94
292,SV00292,Student00292,24,Hanoi,53
293,SV00293,Student00293,25,Hanoi,94
294,SV00294,Student00294,25,Can Tho,66
295,SV00295,Student00295,20,Hai Phong,65
296,SV00296,Student00296,24,Hanoi,35
297,SV00297,Student00297,18,Hanoi,78
298,SV00298,Student00298,25,Hanoi,31
299,SV00299,Student00299,20,Da Nang,32
300,SV00300,Student00300,23,Hai Phong,17
301,SV00301,Student00301,21,Hai Phong,35
302,SV00302,Student00302,23,Hai Phong,50
303,SV00303,Student00303,25,Can Tho,88
304,SV00304,Student00304,23,Can Tho,59
305,SV00305,Student00305,24,Hai Phong,16
306,SV00306,Student00306,23,Can Tho,65
307,SV00307,Student00307,21,Ho Chi Minh,46
308,SV00308,Student00308,19,Da Nang,59
309,SV00309,Student00309,21,Ho Chi Minh,72
310,SV00310,Student00310,19,Can Tho,43
311,SV00311,Student00311,18,Hai Phong,56
312,SV00312,Student00312,23,Ho Chi Minh,68
313,SV00313,Student00313,24,Hai Phong,74
314,SV00314,Student00314,20,Hai Phong,53
315,SV00315,Student00315,25,Hanoi,30
316,SV00316,Student00316,22,Can Tho,12
317,SV00317,Student00317,20,Can Tho,100
318,SV00318,Student00318,22,Hai Phong,76
319,SV00319,Student00319,20,Hanoi,2
320,SV00320,Student00320,24,Da Nang,61
321,SV00321,Student00321,24,Can Tho,23
322,SV00322,Student00322,24,Can Tho,5
323,SV00323,Student00323,21,Hanoi,4
324,SV00324,Student00324,24,Hai Phong,54
325,SV00325,Student00325,19,Hanoi,62
326,SV00326,Student00326,20,Da Nang,75
327,SV00327,Student00327,24,Ho Chi Minh,40
328,SV00328,Student00328,24,Da Nang,20
329,SV00329,Student00329,25,Can Tho,53
330,SV00330,Student00330,22,Ho Chi Minh,56
331,SV00331,Student00331,24,Hai Phong,11
332,SV00332,Student00332,23,Hai Phong,50
333,SV00333,Student00333,20,Hanoi,12
334,SV00334,Student00334,21,Da Nang,41
335,SV00335,Student00335,25,Da Nang,40
336,SV00336,Student00336,25,Can Tho,39
337,SV00337,Student00337,23,Hai Phong,5
338,SV00338,Student00338,18,Can Tho,57
339,SV00339,Student00339,19,Ho Chi Minh,3
340,SV00340,Student00340,22,Hanoi,23
341,SV00341,Student00341,22,Can Tho,19
342,SV00342,Student00342,20,Da Nang,28
343,SV00343,Student00343,22,Da Nang,88
344,SV00344,Student00344,18,Can Tho,63
345,SV00345,Student00345,23,Ho Chi Minh,59
346,SV00346,Student00346,25,Da Nang,80
347,SV00347,Student00347,20,Ho Chi Minh,47
348,SV00348,Student00348,23,Can Tho,59
349,SV00349,Student00349,19,Can Tho,45
350,SV00350,Student00350,18,Da Nang,42
351,SV00351,Student00351,21,Can Tho,100
352,SV00352,Student00352,22,Hai Phong,38
353,SV00353,Student00353,23,Ho Chi Minh,94
354,SV00354,Student00354,25,Ho Chi Minh,33
355,SV00355,Student00355,21,Hai Phong,77
356,SV00356,Student00356,21,Da Nang,48
357,SV00357,Student00357,24,Hanoi,0
358,SV00358,Student00358,19,Can Tho,77
359,SV00359,Student00359,20,Hanoi,85
360,SV00360,Student00360,21,Da Nang,21
361,SV00361,Student00361,18,Da Nang,28
362,SV00362,Student00362,19,Da Nang,77
363,SV00363,Student00363,25,Hanoi,90
364,SV00364,Student00364,18,Da Nang,75
365,SV00365,Student00365,25,Ho Chi Minh,68
366,SV00366,Student00366,18,Ho Chi Minh,27
367,SV00367,Student00367,18,Can Tho,90
368,SV00368,Student00368,25,Hai Phong,24
369,SV00369,Student00369,20,Da Nang,92
370,SV00370,Student00370,21,Ho Chi Minh,20
371,SV00371,Student00371,20,Hanoi,3
372,SV00372,Student00372,24,Can Tho,54
373,SV00373,Student00373,18,Ho Chi Minh,42
374,SV00374,Student00374,22,Can Tho,85
375,SV00375,Student00375,18,Can Tho,14
376,SV00376,Student00376,18,Ho Chi Minh,52
377,SV00377,Student00377,20,Ho Chi Minh,14
378,SV00378,Student00378,19,Ho Chi Minh,51
379,SV00379,Student00379,19,Da Nang,81
380,SV00380,Student00380,22,Hanoi,62
381,SV00381,Student00381,20,Da Nang,1
382,SV00382,Student00382,25,Ho Chi Minh,3
383,SV00383,Student00383,25,Can Tho,6
384,SV00384,Student00384,19,Ho Chi Minh,100
385,SV00385,Student00385,20,Can Tho,47
386,SV00386,Student00386,24,Da Nang,45
387,SV00387,Student00387,25,Hai Phong,58
388,SV00388,Student00388,24,Da Nang,10
389,SV00389,Student00389,24,Hai Phong,68
390,SV00390,Student00390,22,Da Nang,0
391,SV00391,Student00391,23,Ho Chi Minh,58
392,SV00392,Student00392,22,Can Tho,11
393,SV00393,Student00393,18,Can Tho,89
394,SV00394,Student00394,21,Hai Phong,3
395,SV00395,Student00395,19,Da Nang,93
396,SV00396,Student00396,18,Ho Chi Minh,56
397,SV00397,Student00397,20,Hai Phong,37
398,SV00398,Student00398,20,Hai Phong,50
399,SV00399,Student00399,25,Can Tho,50
400,SV00400,Student00400,23,Hai Phong,29
401,SV00401,Student00401,19,Ho Chi Minh,4
402,SV00402,Student00402,18,Hanoi,49
403,SV00403,Student00403,25,Hanoi,6
404,SV00404,Student00404,18,Da Nang,76
405,SV00405,Student00405,22,Da Nang,78
406,SV00406,Student00406,21,Can Tho,84
407,SV00407,Student00407,25,Can Tho,13
408,SV00408,Student00408,24,Hai Phong,33
409,SV00409,Student00409,24,Can Tho,56
410,SV00410,Student00410,25,Hanoi,38
411,SV00411,Student00411,19,Hai Phong,87
412,SV00412,Student00412,25,Da Nang,71
413,SV00413,Student00413,21,Can Tho,7
414,SV00414,Student00414,18,Hanoi,36
415,SV00415,Student00415,24,Da Nang,72
416,SV00416,Student00416,20,Da Nang,31
417,SV00417,Student00417,18,Hai Phong,83
418,SV00418,Student00418,22,Da Nang,99
419,SV00419,Student00419,24,Da Nang,99
420,SV00420,Student00420,25,Can Tho,27
421,SV00421,Student00421,20,Hanoi,81
422,SV00422,Student00422,23,Can Tho,30
423,SV00423,Student00423,24,Hai Phong,20
424,SV00424,Student00424,20,Can Tho,78
425,SV00425,Student00425,20,Da Nang,87
426,SV00426,Student00426,18,Hanoi,21
427,SV00427,Student00427,19,Ho Chi Minh,8
428,SV00428,Student00428,22,Hai Phong,20
429,SV00429,Student00429,21,Ho Chi Minh,66
430,SV00430,Student00430,23,Da Nang,17
431,SV00431,Student00431,23,Hai Phong,69
432,SV00432,Student00432,25,Da Nang,92
433,SV00433,Student00433,19,Can Tho,57
434,SV00434,Student00434,25,Hanoi,66
435,SV00435,Student00435,20,Hanoi,67
436,SV00436,Student00436,22,Ho Chi Minh,76
437,SV00437,Student00437,23,Can Tho,89
438,SV00438,Student00438,23,Ho Chi Minh,76
439,SV00439,Student00439,22,Hai Phong,7
440,SV00440,Student00440,22,Ho Chi Minh,47
441,SV00441,Student00441,23,Ho Chi Minh,12
442,SV00442,Student00442,25,Hai Phong,84
443,SV00443,Student00443,25,Ho Chi Minh,20
445,SV00445,Student00445,18,Can Tho,61
446,SV00446,Student00446,19,Hanoi,72
447,SV00447,Student00447,24,Ho Chi Minh,11
448,SV00448,Student00448,22,Da Nang,38
449,SV00449,Student00449,22,Hai Phong,88
450,SV00450,Student00450,18,Can Tho,61
451,SV00451,Student00451,21,Can Tho,19
452,SV00452,Student00452,20,Can Tho,97
453,SV00453,Student00453,22,Da Nang,31
454,SV00454,Student00454,18,Da Nang,12
455,SV00455,Student00455,24,Can Tho,78
456,SV00456,Student00456,21,Da Nang,92
457,SV00457,Student00457,24,Da Nang,82
458,SV00458,Student00458,21,Hanoi,34
459,SV00459,Student00459,22,Ho Chi Minh,33
460,SV00460,Student00460,19,Ho Chi Minh,23
461,SV00461,Student00461,24,Hanoi,22
462,SV00462,Student00462,19,Ho Chi Minh,3
463,SV00463,Student00463,23,Can Tho,94
464,SV00464,Student00464,19,Hanoi,25
465,SV00465,Student00465,18,Hanoi,72
466,SV00466,Student00466,25,Ho Chi Minh,46
467,SV00467,Student00467,25,Hai Phong,40
468,SV00468,Student00468,24,Da Nang,83
469,SV00469,Student00469,23,Can Tho,1
470,SV00470,Student00470,23,Can Tho,90
471,SV00471,Student00471,19,Da Nang,62
472,SV00472,Student00472,25,Ho Chi Minh,67
473,SV00473,Student00473,24,Can Tho,11
474,SV00474,Student00474,25,Ho Chi Minh,3
475,SV00475,Student00475,25,Ho Chi Minh,95
476,SV00476,Student00476,25,Da Nang,29
477,SV00477,Student00477,23,Ho Chi Minh,37
478,SV00478,Student00478,19,Ho Chi Minh,12
479,SV00479,Student00479,18,Hanoi,75
480,SV00480,Student00480,19,Hai Phong,95
481,SV00481,Student00481,20,Hai Phong,100
482,SV00482,Student00482,22,Da Nang,41
483,SV00483,Student00483,18,Ho Chi Minh,67
484,SV00484,Student00484,18,Hanoi,52
485,SV00485,Student00485,18,Hanoi,88
486,SV00486,Student00486,21,Da Nang,98
487,SV00487,Student00487,19,Da Nang,31
488,SV00488,Student00488,19,Ho Chi Minh,15
489,SV00489,Student00489,23,Ho Chi Minh,56
490,SV00490,Student00490,24,Can Tho,41
491,SV00491,Student00491,23,Hanoi,93
492,SV00492,Student00492,21,Ho Chi Minh,94
493,SV00493,Student00493,20,Ho Chi Minh,30
494,SV00494,Student00494,23,Ho Chi Minh,32
495,SV00495,Student00495,18,Can Tho,80
496,SV00496,Student00496,22,Can Tho,59
497,SV00497,Student00497,18,Hai Phong,85
498,SV00498,Student00498,22,Da Nang,46
499,SV00499,Student00499,18,Can Tho,85
500,SV00500,Student00500,20,Ho Chi Minh,30
501,SV00501,Student00501,25,Da Nang,78
502,SV00502,Student00502,24,Can Tho,99
503,SV00503,Student00503,23,Can Tho,47
504,SV00504,Student00504,23,Can Tho,89
505,SV00505,Student00505,22,Ho Chi Minh,21
506,SV00506,Student00506,24,Ho Chi Minh,21
507,SV00507,Student00507,24,Da Nang,58
508,SV00508,Student00508,22,Da Nang,0
509,SV00509,Student00509,20,Can Tho,66
510,SV00510,Student00510,22,Hai Phong,12
511,SV00511,Student00511,20,Hai Phong,41
512,SV00512,Student00512,23,Da Nang,92
513,SV00513,Student00513,21,Hanoi,93
514,SV00514,Student00514,18,Ho Chi Minh,31
515,SV00515,Student00515,24,Ho Chi Minh,42
516,SV00516,Student00516,23,Ho Chi Minh,93
517,SV00517,Student00517,25,Can Tho,19
518,SV00518,Student00518,22,Ho Chi Minh,24
519,SV00519,Student00519,19,Hai Phong,75
520,SV00520,Student00520,23,Da Nang,19
521,SV00521,Student00521,19,Ho Chi Minh,69
522,SV00522,Student00522,19,Da Nang,46
523,SV00523,Student00523,22,Hai Phong,46
524,SV00524,Student00524,20,Hai Phong,67
525,SV00525,Student00525,21,Ho Chi Minh,42
526,SV00526,Student00526,25,Ho Chi Minh,44
527,SV00527,Student00527,20,Hanoi,52
528,SV00528,Student00528,20,Can Tho,68
529,SV00529,Student00529,20,Hai Phong,20
530,SV00530,Student00530,18,Hanoi,67
531,SV00531,Student00531,21,Hai Phong,58
532,SV00532,Student00532,23,Da Nang,39
533,SV00533,Student00533,19,Ho Chi Minh,1
534,SV00534,Student00534,21,Can Tho,81
535,SV00535,Student00535,22,Ho Chi Minh,62
536,SV00536,Student00536,22,Can Tho,65
537,SV00537,Student00537,21,Hanoi,9
538,SV00538,Student00538,24,Da Nang,61
539,SV00539,Student00539,24,Ho Chi Minh,69
540,SV00540,Student00540,23,Hanoi,13
541,SV00541,Student00541,18,Hai Phong,79
542,SV00542,Student00542,22,Hanoi,29
543,SV00543,Student00543,23,Can Tho,71
544,SV00544,Student00544,21,Hai Phong,63
545,SV00545,Student00545,24,Hanoi,24
546,SV00546,Student00546,18,Ho Chi Minh,3
547,SV00547,Student00547,25,Hai Phong,42
548,SV00548,Student00548,19,Da Nang,9
549,SV00549,Student00549,23,Hai Phong,15
550,SV00550,Student00550,24,Hanoi,33
551,SV00551,Student00551,20,Da Nang,82
552,SV00552,Student00552,18,Da Nang,24
553,SV00553,Student00553,25,Ho Chi Minh,28
554,SV00554,Student00554,18,Ho Chi Minh,1
555,SV00555,Student00555,19,Can Tho,69
556,SV00556,Student00556,19,Ho Chi Minh,64
557,SV00557,Student00557,25,Ho Chi Minh,12
558,SV00558,Student00558,18,Can Tho,52
559,SV00559,Student00559,23,Ho Chi Minh,38
560,SV00560,Student00560,21,Ho Chi Minh,89
561,SV00561,Student00561,24,Da Nang,69
562,SV00562,Student00562,24,Hanoi,52
563,SV00563,Student00563,20,Ho Chi Minh,98
564,SV00564,Student00564,24,Da Nang,39
565,SV00565,Student00565,20,Can Tho,93
566,SV00566,Student00566,23,Can Tho,50
567,SV00567,Student00567,22,Da Nang,94
568,SV00568,Student00568,25,Ho Chi Minh,13
569,SV00569,Student00569,21,Hai Phong,49
570,SV00570,Student00570,23,Ho Chi Minh,49
571,SV00571,Student00571,21,Ho Chi Minh,1
572,SV00572,Student00572,25,Da Nang,27
573,SV00573,Student00573,19,Da Nang,3
574,SV00574,Student00574,21,Hanoi,76
575,SV00575,Student00575,24,Hanoi,80
576,SV00576,Student00576,24,Da Nang,63
577,SV00577,Student00577,23,Ho Chi Minh,27
578,SV00578,Student00578,23,Hanoi,74
579,SV00579,Student00579,21,Hanoi,5
580,SV00580,Student00580,21,Hai Phong,73
581,SV00581,Student00581,23,Hanoi,10
582,SV00582,Student00582,21,Ho Chi Minh,67
583,SV00583,Student00583,22,Hanoi,42
584,SV00584,Student00584,18,Hanoi,49
585,SV00585,Student00585,23,Hai Phong,8
586,SV00586,Student00586,21,Da Nang,92
587,SV00587,Student00587,22,Hai Phong,38
588,SV00588,Student00588,18,Da Nang,97
589,SV00589,Student00589,18,Ho Chi Minh,10
590,SV00590,Student00590,22,Can Tho,63
591,SV00591,Student00591,20,Hanoi,40
592,SV00592,Student00592,24,Da Nang,49
593,SV00593,Student00593,19,Hai Phong,12
594,SV00594,Student00594,18,Hai Phong,50
595,SV00595,Student00595,20,Da Nang,65
596,SV00596,Student00596,21,Hai Phong,66
597,SV00597,Student00597,20,Hai Phong,24
598,SV00598,Student00598,24,Hai Phong,40
599,SV00599,Student00599,22,Ho Chi Minh,55
600,SV00600,Student00600,18,Can Tho,47
601,SV00601,Student00601,24,Da Nang,91
602,SV00602,Student00602,19,Da Nang,58
603,SV00603,Student00603,20,Hai Phong,69
604,SV00604,Student00604,20,Hanoi,69
605,SV00605,Student00605,25,Hanoi,23
606,SV00606,Student00606,19,Can Tho,38
607,SV00607,Student00607,24,Hai Phong,68
608,SV00608,Student00608,20,Da Nang,41
609,SV00609,Student00609,24,Hai Phong,1
610,SV00610,Student00610,19,Hai Phong,12
